Violation;status;TransportationDate;order No;Wave;order_status_name;order_kind;ReasonCode;PickUp;Customer;SAP Route;Route;Shipment;Customer No;udf_sequencenumber;Customer Name;Zipcode;City;TW From;TW Till;ETA;PromisedTime;RCE;Distance;udf_DeleteFromDB
;;09-11;930194;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH141;DKH141;12083607;52471;12;S-Engros Viborg;8800;Viborg;00:01;08:00;07:23;07:30;1.00;40.31;
;;09-11;930596;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH061;DKH061;12083592;50491;14;Superbrugsen Gistrup;9260;Gistrup;07:00;08:40;07:24;08:10;1.00;56.71;
;;09-11;930611;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH031;DKH031;12083596;23005;13;Letkøb Femmøller;8400;Ebeltoft;07:00;10:00;07:24;09:30;2.20;81.11;
;;09-11;930654;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH043;DKH043;12083605;16759;7;Netto Vesteralle Ålborg;9000;Ålborg;07:00;08:50;07:25;08:20;2.36;52.50;
;;09-11;930453;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH080;DKH080;12083589;13850;15;Spar Bækmarksbro;7660;Bækmarksbro;06:30;09:00;07:25;08:30;5.08;113.08;
;;09-11;930661;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH122;DKH122;12083606;23521;14;KIWI Randers Mariagervej 124;8900;Randers;07:00;08:00;07:25;07:30;6.62;27.72;
;;09-11;929738;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH021;DKH021;12083573;22450;11;Fakta 237 Grenå;8500;Grenå;00:00;09:15;07:26;08:45;1.00;86.05;
;;09-11;929680;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH082;DKH082;12083560;23511;9;Rema 1000 Herning Butik 904;7400;Herning;00:00;09:00;07:26;08:30;1.52;85.06;
;;09-11;930566;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH131;DKH131;12083584;27355;12;Fakta Frederikshavn;9900;Frederikshavn;07:00;08:30;07:26;08:00;0.52;117.10;
;;09-11;930550;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH143;DKH143;12083580;21970;8;Spar Hanstholm;7730;Hanstholm;07:00;08:30;07:27;08:00;4.60;110.33;
;;09-11;930510;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH101;DKH101;12083566;21254;20;Løvbjerg Skanderborg;8660;Skanderborg;07:00;08:30;07:27;08:00;2.04;86.42;
;;09-11;930600;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH060;DKH060;12083594;50986;13;Netto Borgergade;8600;Silkeborg;07:00;07:40;07:27;07:10;1.94;78.28;
;;09-11;930437;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH093;DKH093;12083563;60066;7;Føtex Storcenter Nord;8200;Århus N;06:30;08:15;07:27;07:45;6.26;66.07;
;;09-11;929765;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24633;21;Hald Ege Skole;8800;Viborg;00:00;12:00;07:28;23:59;0.52;46.16;
;;09-11;929896;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH112;DKH112;12083575;21804;12;Superbrugsen Ry;8680;Ry;00:01;08:50;07:32;08:20;1.52;88.20;
;;09-11;930136;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH113;DKH113;12083600;25584;8;Fakta Hobro;9500;Hobro;00:01;08:45;07:32;08:15;1.00;1.76;
;;09-11;930409;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH073;DKH073;12083599;21660;6;Føtex Nørresundby;9400;Nørresundby;06:00;08:25;07:32;07:55;4.68;55.56;
;;09-11;930539;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH140;DKH140;12083576;72207;19;Min Købmand Moseby;9490;Pandrup;07:00;09:25;07:33;08:55;4.08;80.99;
;;09-11;930521;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH091;DKH091;12083568;4548;12;Netto Skt. Knuds Torv;8000;Aarhus C;07:00;09:30;07:33;09:00;2.36;68.01;
;;09-11;930484;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH110;DKH110;12083562;23358;16;Rema 1000 Skovby Butik 897;8464;Galten;07:00;10:00;07:34;09:30;3.78;72.71;
;;09-11;930671;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH132;DKH132;12083617;15961;13;Fakta Hornslet;8543;Hornslet;07:00;10:30;07:34;10:00;1.00;60.05;
;;09-11;930060;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH071;DKH071;12083591;5439;9;Superbrugsen Spjald;6971;Spjald;00:01;08:05;07:34;07:35;1.91;115.58;
;;09-11;929884;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH130;DKH130;12083574;21503;16;Kiwi Ikast 107;7430;Ikast;00:01;09:00;07:35;08:30;1.52;80.42;
;;09-11;930002;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH030;DKH030;12083585;23080;14;Rema 1000 Mårslet Butik 903;8320;Mårslet;00:01;09:00;07:35;08:30;1.52;81.94;
;;09-11;929897;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH112;DKH112;12083575;60139;13;Netto Ry;8680;Ry;00:01;09:30;07:35;09:00;2.94;88.20;
;;09-11;930316;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH123;DKH123;12083618;2921;4;Kvickly Silkeborg;8600;Silkeborg;05:00;09:30;07:37;09:00;2.94;78.16;
;;09-11;930383;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH070;DKH070;12083586;21907;14;Spar Tversted;9881;Bindslev;06:00;09:00;07:37;08:30;0.52;127.85;
;;09-11;930392;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH050;DKH050;12083590;73752;10;MENY Hurup Thy;7760;Hurup Thy;06:00;07:25;07:37;06:55;6.37;106.75;
;;09-11;930208;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH040;DKH040;12083608;16785;16;SPAR ASAA;9340;Asaa;00:01;08:30;07:37;08:00;2.00;90.94;
;;09-11;930252;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH083;DKH083;12083619;27164;8;Spar Snejbjerg APS;7400;Herning;00:01;11:30;07:38;11:00;4.08;95.40;
;;09-11;930378;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH100;DKH100;12083583;26823;16;Superbrugsen Skagen S.Omr.;9990;Skagen;06:00;09:10;07:38;08:40;1.04;162.04;
;;09-11;930126;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH124;DKH124;12083597;23592;11;KIWI Randers Århusvej 174;8920;Randers Nv;00:01;09:00;07:38;08:30;1.00;33.12;
;;09-11;930146;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH023;DKH023;12083601;26720;10;Fakta Skødstrup;8541;Skødstrup;00:01;08:30;07:38;08:00;1.42;72.74;
;;09-11;930355;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH021;DKH021;12083573;8119;12;Netto Grenå;8500;Grenå;06:00;09:00;07:38;08:30;2.00;87.45;
;;09-11;930082;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH151;DKH151;12083593;26818;10;DagliBrugsen Sulsted;9381;Sulsted;00:01;08:00;07:38;07:30;1.52;70.61;
;;09-11;930479;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH001;DKH001;12083561;11091;9;Netto Holstebro;7500;Holstebro;07:00;10:10;07:38;09:40;2.84;89.66;
;;09-11;930106;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH020;DKH020;12083595;25965;15;MENY Fjerritslev;9690;Fjerritslev;00:01;08:00;07:40;07:30;4.47;64.98;
;;09-11;930626;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH073;DKH073;12083599;26481;7;KIWI Nørresundby 198;9400;Nørresundby;07:00;08:45;07:40;08:15;2.52;57.47;
;;09-11;930166;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH103;DKH103;12083604;26793;9;Dagli' Brugsen Øster Hurup;9560;Hadsund;00:01;08:40;07:40;08:10;1.00;40.01;
;;09-11;930186;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH122;DKH122;12083606;27007;15;Rema 1000 Randers Butik 962;8900;Randers;00:01;08:30;07:41;08:00;4.68;28.12;
;;09-11;930622;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH133;DKH133;12083598;26188;8;Rema 1000 Ålborg Butik 932;9000;Ålborg;07:00;08:30;07:42;08:00;4.78;53.78;
;;09-11;929955;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH063;DKH063;12083581;2052;9;Superbrugsen Bjerringbro;8850;Bjerringbro;00:01;08:30;07:43;08:00;2.52;37.72;
;;09-11;930414;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH024;DKH024;12083602;24986;9;Rema 1000 Århus V Butik 928;8210;Århus V;06:00;09:30;07:43;09:00;5.20;66.57;
;;09-11;930345;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH102;DKH102;12083567;2845;9;Føtex Holme;8270;Højbjerg;06:00;08:15;07:43;07:45;6.58;72.77;
;;09-11;930544;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH144;DKH144;12083579;27196;7;Netto Katrinevænget Viborg;8800;Viborg;07:00;09:30;07:43;09:00;1.84;37.50;
;;09-11;930474;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH082;DKH082;12083560;27314;10;Kvickly Herning;7400;Herning;07:00;09:30;07:44;09:00;1.52;83.74;
;;09-11;929987;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH131;DKH131;12083584;26091;10;Fakta Frederikshavn;9900;Frederikshavn;00:01;08:00;07:44;07:30;2.00;117.13;
;;09-11;930427;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH101;DKH101;12083566;25958;21;SPAR SKANDERBORG;8660;Skanderborg;06:15;10:30;07:45;10:00;5.37;81.57;
;;09-11;930620;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH133;DKH501;12083610;25791;6;KIWI Aalborg, Vesterbro 187;9000;Ålborg C;07:00;08:00;07:45;07:30;11.99;54.25;
;;09-11;930696;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH052;DKH052;12083565;23078;8;Købmand Smedegård I/S;8000;Aarhus C;07:45;09:10;07:46;08:40;1.77;66.53;
;;09-11;930496;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH041;DKH041;12083564;22542;13;Kiwi Hjørring 161;9800;Hjørring;07:00;08:15;07:46;07:45;3.06;108.90;
;;09-11;929935;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH120;DKH120;12083578;5056;20;Dagli' Brugsen Breum;7870;Roslev;00:01;09:30;07:46;09:00;0.52;53.16;
;;09-11;930489;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH093;DKH093;12083563;26198;9;Netto Storcenter Nord;8200;Århus N;07:00;09:30;07:46;09:00;3.68;66.07;
;;09-11;930090;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH060;DKH060;12083594;25646;12;Kiwi Silkeborg, Lupinvej 186;8600;Silkeborg;00:01;09:00;07:47;08:30;1.52;77.56;
;;09-11;930655;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH043;DKH043;12083605;25914;8;Fakta Skipperen;9000;Ålborg;07:00;11:00;07:47;10:30;1.00;52.42;
;;09-11;930028;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH092;DKH092;12083588;27067;11;Fakta Rindumgaardsalle;6950;Ringkøbing;00:01;10:30;07:48;10:00;1.00;130.43;
;;09-11;929766;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24612;22;Sjørslev Skole;8620;Kjellerup;00:00;12:00;07:48;23:59;0.52;49.49;
;;09-11;930563;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH100;DKH100;12083583;26144;15;KIWI Skagen 191;9990;Skagen;07:00;09:00;07:48;08:30;5.37;161.83;
;;09-11;930396;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH061;DKH061;12083592;14303;17;Netto Vodskov;9310;Vodskov;06:00;10:00;07:49;09:30;2.00;65.00;
;;09-11;930672;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH132;DKH132;12083617;21524;14;Kiwi Hornslet 121;8543;Hornslet;07:00;10:30;07:49;10:00;2.00;60.17;
;;09-11;929872;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH021;DKH021;12083573;23392;13;Fakta Grenå;8500;Grenå;00:01;09:15;07:52;08:45;1.00;87.79;
;;09-11;930557;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH111;DKH111;12083582;15423;13;LokalBrugsen Nykøbing Mors;7900;Nykøbing M;07:00;10:30;07:52;10:00;1.00;78.29;
;;09-11;930127;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH124;DKH124;12083597;23403;14;Fakta Marsvej Randers;8960;Randers Sø;00:01;10:00;07:53;09:30;1.00;33.85;
;;09-11;930424;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH141;DKH141;12083607;26463;13;SPAR SKALS;8832;Skals;06:00;07:30;07:54;07:00;6.41;28.85;
;;09-11;929885;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH130;DKH130;12083574;27345;17;Fakta Bording;7441;Bording;00:01;08:45;07:54;08:15;1.94;76.02;
;;09-11;930010;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH070;DKH070;12083586;50482;16;Dagli' Brugsen Bindslev;9881;Bindslev;00:01;09:25;07:54;08:55;1.94;121.81;
;;09-11;930083;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH151;DKH151;12083593;7430;11;Dagli' Brugsen Tylstrup;9382;Tylstrup;00:01;09:00;07:55;08:30;1.00;75.95;
;;09-11;930368;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH143;DKH143;12083580;52063;9;Spar Klitmøller;7700;Thisted;06:00;08:30;07:55;08:00;1.52;119.01;
;;09-11;930467;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH083;DKH083;12083619;12542;9;MENY Herning;7400;Herning;06:30;09:00;07:56;08:30;3.00;86.85;
;;09-11;930522;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH091;DKH091;12083568;1509;13;Føtex Frederiks Alle;8000;Århus C;07:00;08:45;07:58;08:15;4.00;67.59;
;;09-11;930649;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH103;DKH103;12083604;22282;10;Spar Bælum;9574;Bælum;07:00;09:15;08:00;08:45;2.54;39.57;
;;09-11;929898;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH112;DKH112;12083575;2763;14;Kvickly Ry;8680;Ry;00:01;09:15;08:01;08:45;4.65;88.99;
;;09-11;930640;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH023;DKH023;12083601;21491;11;Kiwi Egå 101;8250;Egå;07:00;09:30;08:01;09:00;1.52;70.11;
;;09-11;930567;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH131;DKH131;12083584;25966;13;MENY Gl. Skagensvej Fr.Havn;9900;Frederikshavn;07:00;08:50;08:01;08:20;7.01;119.36;
;;09-11;929767;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24638;23;Rødkærsbro Skole;8840;Rødkærsbro;00:00;12:00;08:01;23:59;0.52;45.37;
;;09-11;930577;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH051;DKH051;12083587;73889;9;Spar Thyholm;7790;Thyholm;07:00;09:30;08:01;09:00;4.06;115.62;
;;09-11;930485;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH110;DKH110;12083562;2392;17;Dagli' Brugsen Herskind;8464;Galten;07:00;09:50;08:02;09:20;1.00;68.07;
;;09-11;929833;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH101;DKH101;12083566;12696;23;Fakta Skanderborg;8660;Skanderborg;00:01;10:30;08:03;10:00;1.94;78.89;
;;09-11;930050;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH050;DKH050;12083590;14378;11;Rema 1000 Hurup - 785;7760;Hurup Thy;00:01;09:00;08:03;08:30;2.84;106.75;
;;09-11;930443;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH021;DKH021;12083573;21172;14;Kvickly Grenå;8500;Grenå;06:30;08:30;08:03;08:00;2.52;87.79;
;;09-11;930573;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH030;DKH030;12083585;26490;15;Rema 1000 Solbjerg Butik 954;8355;Solbjerg;06:00;09:00;08:03;08:30;2.84;80.68;
;;09-11;930107;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH020;DKH020;12083595;13306;16;Min Købmand Fjerritslev;9690;Fjerritslev;00:01;08:30;08:04;08:00;4.08;65.24;
;;09-11;929785;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH082;DKH082;12083560;22543;11;Kiwi Herning 166;7400;Herning;00:01;09:00;08:04;08:30;2.00;84.48;
;;09-11;930540;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH140;DKH140;12083576;26364;20;Fakta Aabybro;9440;Aabybro;07:00;10:25;08:04;09:55;2.52;73.03;
;;09-11;930071;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH061;DKH061;12083592;26806;15;Superbrugsen Vodskov;9310;Vodskov;00:01;10:15;08:04;09:45;2.52;64.69;
;;09-11;930545;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH144;DKH144;12083579;21256;8;Løvbjerg Viborg;8800;Viborg;07:00;09:15;08:04;08:45;7.36;41.21;
;;09-11;930346;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH102;DKH102;12083567;18841;10;Letkøb Højbjerg;8270;Højbjerg;06:00;09:30;08:05;09:00;2.54;79.62;
;;09-11;930612;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH031;DKH031;12083596;2381;14;Dagli' Brugsen Helgenæs;8420;Knebel;07:00;08:55;08:05;08:25;1.04;88.69;
;;09-11;930393;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH071;DKH071;12083591;52332;10;ABC Videbæk;6920;Videbæk;06:00;09:05;08:05;08:35;11.34;112.86;
;;09-11;930371;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH063;DKH063;12083581;25956;11;MENY Bjerringbro;8850;Bjerringbro;06:00;09:15;08:05;08:45;2.39;37.63;
;;09-11;930148;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH024;DKH024;12083602;27365;10;Fakta Hasle;8210;Aarhus V;00:01;10:30;08:06;10:00;2.00;65.11;
;;09-11;929936;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH120;DKH120;12083578;5384;21;Superbrugsen Roslev;7870;Roslev;00:01;10:00;08:06;09:30;1.52;58.13;
;;09-11;930664;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH040;DKH040;12083608;15540;17;Min Købmand Flauenskjold;9330;Dronninglund;07:00;09:30;08:06;09:00;1.00;88.89;
;;09-11;930029;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH092;DKH092;12083588;22050;14;MENY Ringkøbing;6950;Ringkøbing;00:01;09:15;08:06;08:45;1.52;139.74;
;;09-11;930499;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH052;DKH052;12083565;21296;7;Fakta Q Guldsmedegade Århus;8000;Aarhus C;07:00;08:45;08:07;08:15;1.00;66.57;
;;09-11;930497;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH041;DKH041;12083564;5682;14;Netto Hjørring;9800;Hjørring;07:00;08:30;08:07;08:00;2.42;110.09;
;;09-11;930042;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH080;DKH080;12083589;5561;16;Dagli' Brugsen Vemb;7570;Vemb;00:01;09:30;08:07;09:00;1.00;107.29;
;;09-11;929924;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH121;DKH121;12083577;26859;13;Dagli' Brugsen Jerslev;9740;Jerslevj;00:01;10:45;08:08;10:15;2.04;89.64;
;;09-11;930656;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH043;DKH043;12083605;23082;9;Rema 1000 Frejlev Butik 898;9200;Ålborg Sv;07:00;09:00;08:08;08:30;2.68;50.19;
;;09-11;929670;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH073;DKH073;12083599;27722;8;Rema 1000 Nørresundby;9400;Nørresundby;01:00;10:00;08:09;09:30;1.94;61.30;
;;09-11;929757;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH124;DKH124;12083597;14666;15;Netto Randers;8960;Randers Sø;00:00;09:50;08:10;09:20;1.00;33.81;
;;09-11;929976;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH100;DKH100;12083583;27371;17;Fakta Skagen;9990;Skagen;00:01;09:15;08:11;08:45;1.52;161.91;
;;09-11;930241;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH132;DKH132;12083617;13164;15;Dagli' Brugsen Lime;8544;Mørke;00:01;10:25;08:11;09:55;1.00;49.21;
;;09-11;930187;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH122;DKH122;12083606;23723;18;Fakta Spentrup;8981;Spentrup;00:01;10:30;08:11;10:00;1.00;26.20;
;;09-11;930623;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH133;DKH133;12083598;3101;10;Salling Aalborg;9000;Aalborg;07:00;09:00;08:11;08:30;1.52;54.19;
;;09-11;930384;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH070;DKH070;12083586;72368;17;Min Købmand Bindslev;9881;Bindslev;06:00;09:30;08:12;09:00;1.52;121.22;
;;09-11;930668;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH042;DKH042;12083616;27671;10;Min Købmand Godthåb;9230;Svenstrup;07:00;10:30;08:12;10:00;3.31;46.14;
;;09-11;930690;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH060;DKH060;12083594;14389;15;Rema 1000 Sejs;8600;Silkeborg;07:30;09:30;08:13;09:00;3.78;95.03;
;;09-11;930536;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH130;DKH130;12083574;15974;18;Dagli' Brugsen Engesvang;7442;Engesvang;07:00;10:00;08:15;09:30;1.00;72.39;
;;09-11;930072;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH061;DKH061;12083592;27360;16;Fakta Vodskov;9310;Vodskov;00:01;10:20;08:16;09:50;1.00;64.69;
;;09-11;929965;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH111;DKH111;12083582;50444;14;Dagli' Brugsen Frøslev;7900;Nykøbing M;00:01;09:30;08:16;09:00;1.00;88.14;
;;09-11;930553;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH063;DKH063;12083581;5446;10;Netto Bjerringbro;8850;Bjerringbro;07:00;08:30;08:17;08:00;3.26;37.63;
;;09-11;930356;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH021;DKH021;12083573;14387;15;Rema 1000 Grenå;8500;Grenå;06:00;09:40;08:17;09:10;1.94;89.09;
;;09-11;929803;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH110;DKH110;12083562;50404;18;Dagli' Brugsen Sabro;8471;Sabro;00:01;11:00;08:17;10:30;1.52;64.52;
;;09-11;930613;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH031;DKH031;12083596;50420;15;Dagli' Brugsen Tved;8420;Knebel;07:00;09:25;08:18;08:55;2.00;83.59;
;;09-11;930472;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH124;DKH124;12083597;26861;12;Kvickly Randers;8960;Randers SØ;06:45;09:30;08:19;09:00;3.52;33.95;
;;09-11;930492;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH093;DKH093;12083563;21252;13;Løvbjerg Trøjborg;8200;Aarhus N;07:00;09:30;08:19;09:00;5.26;65.56;
;;09-11;929837;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH102;DKH102;12083567;15842;11;Rema 1000 Højbjerg;8270;Højbjerg;00:01;09:15;08:19;08:45;2.52;73.16;
;;09-11;930673;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH123;DKH123;12083618;4434;5;Netto Østergade;8600;Silkeborg;07:00;09:15;08:20;08:45;1.91;78.43;
;;09-11;930288;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH082;DKH082;12083560;20143;12;Føtex Herning;7400;Herning;05:00;09:30;08:20;09:00;6.61;85.60;
;;09-11;930650;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH103;DKH103;12083604;23482;11;Spar Terndrup;9575;Terndrup;07:00;10:35;08:21;10:05;6.08;30.06;
;;09-11;930523;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH091;DKH091;12083568;21658;14;Netto Finderupvej Århus;8000;Aarhus;07:00;10:00;08:21;09:30;4.20;67.42;
;;09-11;930429;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH151;DKH151;12083593;12815;13;Spar Øster Brønderselv;9700;Brønderslev;06:15;09:00;08:21;08:30;4.47;81.48;
;;09-11;929862;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH094;DKH094;12083572;14923;6;Fakta Gug;9210;Ålborg Sø;00:01;09:35;08:21;09:05;1.52;53.77;
;;09-11;930468;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH001;DKH001;12083561;17076;10;Netto Holstebro;7500;Holstebro;06:45;09:45;08:21;09:15;2.42;90.19;
;;09-11;930440;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH052;DKH052;12083565;590;10;Salling Aarhus;8000;Aarhus C;06:30;08:30;08:22;08:00;1.04;68.07;
;;09-11;929814;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH041;DKH041;12083564;27351;17;Fakta Hjørring;9800;Hjørring;00:01;10:30;08:24;10:00;1.00;108.18;
;;09-11;930407;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH133;DKH133;12083598;60146;13;Netto Danmarksgade Ålborg;9000;Ålborg;06:00;09:00;08:24;08:30;2.26;53.92;
;;09-11;930641;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH023;DKH023;12083601;21488;12;Kiwi Lystrup 125;8520;Lystrup;05:15;09:30;08:25;09:00;1.52;65.50;
;;09-11;930511;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH101;DKH101;12083566;25490;24;Min Købmand Virring;8660;Skanderborg;07:00;11:30;08:25;11:00;1.52;84.28;
;;09-11;930273;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH120;DKH120;12083578;5069;22;Dagli' Brugsen Durup;7870;Roslev;04:00;09:45;08:25;09:15;1.52;60.69;
